Plant_ID,Site,Time,Date,Replicate,Family,Genus,Species,Unique_ID,drying,etc,sex,nativity
124,GT2,16:56,2025-07-08,4,Halictidae,Lasioglossum,imitatum,,,,f,1
127,GN1,10:27,2025-07-09,4,Halictidae,Lasioglossum,leucozonium,,,,f,0
132,GP1,12:12,2025-07-09,4,Halictidae,Lasioglossum,admirandum,,,,f,1
23,WN3,12:46,2025-07-10,4,Andrenidae,Andrena,dunnigi,,,,f,1
134,WT1,13:46,2025-07-10,5,Colletidae,Hylaeus,hylanictus,,,,m,0
134,WT1,13:50,2025-07-10,5,Colletidae,Hylaeus,punctatus,,,,f,0
134,WT1,13:56,2025-07-10,5,Colletidae,Hylaeus,punctatus,,,,f,0
134,WT1,13:57,2025-07-10,5,Colletidae,Hylaeus,punctatus,,,,m,0
133,WT3,12:08,2025-07-10,5,Halictidae,Halictus,ligatus,,,,f,1
133,WT3,12:26,2025-07-10,5,Halictidae,Augochlorella,aurata,,,,m,1
133,WT3,12:24,2025-07-10,5,Halictidae,Halictus,confusus,,,,f,1
137,DP3,13:30,2025-07-11,5,Apidae,Apis,mellifera,,,,f,0
130,DP3,13:30,2025-07-11,5,Halictidae,Halictus,confusus,,,,f,1
42,GT3,13:03,2025-07-11,5,Megachilidae,Hoplitis,truncata,,,,m,1
73,WP1,10:42,2025-07-11,5,Apidae,Bombus,rufocinctus,,,,m,1
5,WP1,10:45,2025-07-11,5,Apidae,Bombus,rufocinctus,,,,f,1
5,WP1,10:59,2025-07-11,5,Apidae,Apis,mellifera,,,,f,0
5,WP1,10:59,2025-07-11,5,Apidae,Apis,mellifera,,,,f,0
5,WP1,11:02,2025-07-11,5,Apidae,Bombus,rufocinctus,,,,f,1
13,WP1,11:10,2025-07-11,5,Apidae,Bombus,rufocinctus,,,,f,1
5,WP1,11:10,2025-07-11,5,Apidae,Bombus,rufocinctus,,,,f,1
42,WP1,13:35,2025-07-11,5,Apidae,Apis,mellifera,,,,f,0
42,WP1,13:41,2025-07-11,5,Apidae,Apis,mellifera,,,,f,0
42,DP3,13:17,2025-07-11,5,Megachilidae,Megachile,pugnata,,,,m,1
130,DP3,13:38,2025-07-11,5,Apidae,Bombus,rufocinctus,,,,f,1
42,DP3,13:43,2025-07-11,5,Apidae,Apis,mellifera,,,,f,0
42,DP3,13:44,2025-07-11,5,Apidae,Apis,mellifera,,,,f,0
130,DP3,13:23,2025-07-11,5,Apidae,Bombus,rufocinctus,,,,m,1
137,DP3,13:20,2025-07-11,5,Halictidae,Lasioglossum,pilosum,,,,f,1
137,DP3,13:34,2025-07-11,5,Halictidae,Agapostemon,virescens,,,,f,1
124,GT2,13:41,2025-07-12,5,Halictidae,Agapostemon,sericeus,,,,f,1
124,GT2,13:44,2025-07-12,5,Halictidae,Lasioglossum,imitatum,,,,f,1
5*,GP1,15:11,2025-07-12,5,Halictidae,Augochlora,pura,,,,m,1
124,GT2,12:29,2025-07-12,5,Apidae,Bombus,bimaculatus,,,,m,1
124,GT2,13:24,2025-07-12,5,Apidae,Bombus,impatiens,,,,f,1
124,GT2,13:31,2025-07-12,5,Apidae,Ceratina,calcarata,,,,f,1
124,GT2,13:39,2025-07-12,5,Apidae,Anthophora,terminalis,,,,f,1
112,GT2,13:47,2025-07-12,5,Apidae,Melissodes,illatus_,,,,f,1
124,GT2,13:50,2025-07-12,5,Apidae,Ceratina,mikmaqi,,,,f,1
124,GT2,13:53,2025-07-12,5,Apidae,Ceratina,calcarata,,,,f,1
124,GT2,13:29,2025-07-12,5,Apidae,Bombus,bimaculatus,,,,m,1
5*,GP1,15:20,2025-07-12,5,Apidae,Apis,mellifera,,,,f,0
134,GP1,15:05,2025-07-12,5,Colletidae,Hylaeus,punctatus,,,,m,0
134,GP1,15:06,2025-07-12,5,Colletidae,Hylaeus,modestus,,,,f,1
134,GP1,15:15,2025-07-12,5,Colletidae,Hylaeus,modestus,,,,f,1
134,GP1,15:18,2025-07-12,5,Colletidae,Hylaeus,punctatus,,,,f,0
134,GP1,15:20,2025-07-12,5,Colletidae,Hylaeus,modestus,,,,f,1
134,GP1,14:58,2025-07-12,5,Colletidae,Hylaeus,modestus,,,,f,1
112,GT2,13:53,2025-07-12,5,Halictidae,Halictus,ligatus,,,,f,1
5,GP1,15:11,2025-07-12,5,Halictidae,Lasioglossum,Dialictus_spp,,,,m,1
5,GP1,15:16,2025-07-12,5,Megachilidae,Hariades,leavitti,,,,m,1
169,DP2,15:28,2025-07-15,5,Halictidae,Halictus,ligatus,,,,f,1
94,DT2,10:24,2025-07-15,5,Apidae,Bombus,bimaculatus,,,1,m,1
94,DT2,10:24,2025-07-15,5,Apidae,Bombus,rufocinctus,,,,f,1
94,DT2,10:34,2025-07-15,5,Apidae,Bombus,griseocollis,,,,f,1
94,DT2,10:43,2025-07-15,5,Halictidae,Lasioglossum,Dialictus_spp,,,,m,1
40,DT2,10:47,2025-07-15,5,Halictidae,Lasioglossum,pectorale,,,,f,1
5,GT1,11:19,2025-07-16,5,Halictidae,Lasioglossum,leucozonium,,,,m,0
115,GT3,13:03,2025-07-16,5,Halictidae,Halictus,ligatus,,,,,1
115,GT3,13:11,2025-07-16,5,Halictidae,Lasioglossum,pectorale,,,,f,1
115,GT3,13:13,2025-07-16,5,Halictidae,Halictus,confusus,,,,m,1
115,GT3,13:16,2025-07-16,5,Halictidae,Lasioglossum,Dialictus_spp,,,,m,1
115,GT3,12:56,2025-07-16,5,Apidae,Melissodes,illatus_,,,,f,1
42,GT3,12:56,2025-07-16,5,Apidae,Apis,mellifera,,,,f,0
42,GT3,12:56,2025-07-16,5,Megachilidae,Megachile,texana,,,2,,1
115,GT3,12:57,2025-07-16,5,Apidae,Melissodes,illatus_,,,,f,1
42,GT3,12:59,2025-07-16,5,Apidae,Apis,mellifera,,,,f,0
42,GT3,13:00,2025-07-16,5,Apidae,Apis,mellifera,,,,f,0
115,GT3,13:00,2025-07-16,5,Apidae,Melissodes,illatus_,,,2,f,1
115,GT3,13:05,2025-07-16,5,Apidae,Melissodes,illatus_,,,,f,1
115,GT3,13:09,2025-07-16,5,Apidae,Bombus,griseocollis,,,,f,1
115,GT3,13:09,2025-07-16,5,Apidae,Melissodes,illatus_,,,1,f,1
42,GT3,13:10,2025-07-16,5,Apidae,Apis,mellifera,,,,f,0
42,GT3,13:14,16-07-2025,5,Megachilidae,Megachile,mendica,,,,m,1
115,GT3,13:23,2025-07-16,5,Apidae,Melissodes,illatus_,,,,f,1
42,GT3,13:22,2025-07-16,5,Apidae,Apis,mellifera,,,,f,0
134,GT1,11:16,2025-07-16,5,Colletidae,Hylaeus,modestus,,,,f,1
115,GT3,13:06,2025-07-16,5,Colletidae,Hylaeus,punctatus,,,,m,0
114,GT3,13:24,16-07-2025,5,Megachilidae,Megachile,texana,,,2,m,1
42,GT3,13:25,2025-07-16,5,Halictidae,Augochlorella,aurata,,,,f,1
5,GT1,11:20,2025-07-16,5,Halictidae,Agapostemon,virescens,,,,f,1
115,GT3,13:24,2025-07-16,5,Halictidae,Halictus,ligatus,,,,f,1
115,GT3,13:03 1,2025-07-16,5,Halictidae,Halictus,ligatus,,,,f,1
115,GT3,13:03 2,2025-07-16,5,Halictidae,Halictus,ligatus,,,,f,1
115,GT3,13:08,2025-07-16,5,Halictidae,Halictus,ligatus,,,,f,1
115,GT3,13:18,2025-07-16,5,Halictidae,Halictus,ligatus,,,,m,1
115,GT3,13:17,2025-07-16,5,Halictidae,Halictus,confusus,,,,m,1
42,GT3,13:20,2025-07-16,5,Megachilidae,Hoplitis,truncata,,,,m,1
124,DP2,13:03,2025-07-18,5,Halictidae,Lasioglossum,Dialictus_spp,,,,m,1
?,DT2,11:35,2025-07-18,5,Halictidae,Augochlorella,aurata,,,,f,1
122,DT2,11:59,2025-07-18,5,Halictidae,Augochlorella,aurata,,,,f,1
?,DT2,12:00,2025-07-18,5,Halictidae,Augochlorella,aurata,,,,f,1
124,DP2,13:04,2025-07-18,5,Apidae,Ceratina,calcarata,,,,f,1
124,DP2,12:44,2025-07-18,5,Apidae,Bombus,griseocollis,,,,m,1
122,DT2,11:46,2025-07-18,5,Apidae,Bombus,rufocinctus,,,,f,1
122,DT2,11:34,2025-07-18,5,Apidae,Bombus,rufocinctus,,,,f,1
